tweet_id	begin	end	type	extraction	drug	tweet	meddra_code	meddra_term																																													
342355917045645313	21	29	ADR	headache	trazodone	i've had a trazodone headache all day. i heard they go away within a week. #hopeso #iactuallyslept	10019211	headache																																													
342359425400582144	72	83	ADR	exacerbates	seroquel	i've had ocd symptoms like that for a while but seems like the seroquel exacerbates things and now this. :\	10076326	condition worsened																																													
342360821566939138					quetiapine	"and that, ladies and gentlemen, is that. fuzzy noisy head = sleep #quetiapine"																																															
342369061524615168	56	76	ADR	WON'T YOU LET ME EAT	humira	"i finally had an appetite, made food, gone. humira why won't you let me eat"	10003030	appetite suppressed																																													
342376807527497730	116	119	ADR	oww	cipro	@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww	10033371	pain																																													
342376807527497730	40	45	ADR	toxic	cipro	@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww	10013746	drug toxicity																																													
342376807527497730	93	114	ADR	equivalent to torture	cipro	@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww	10016370	feeling unwell																																													
342383575078944768	36	44	ADR	confused	baclofen	"@50thingsb450 dizzy, out if it and confused on the drugs.  upping the baclofen slowly now as i seem better on these."	10010300	confusion																																													
342383575078944768	15	20	ADR	dizzy	baclofen	"@50thingsb450 dizzy, out if it and confused on the drugs.  upping the baclofen slowly now as i seem better on these."	10013573	dizziness																																													
342383575078944768	22	31	ADR	out if it	baclofen	"@50thingsb450 dizzy, out if it and confused on the drugs.  upping the baclofen slowly now as i seem better on these."	10041374	spaced out																																													
342393613180862465	81	97	ADR	Skin sensitivity	humira	@benderbach cause humira gives me a lot of rashes and like most of these drugs.. skin sensitivity happens	10021681	increasd skin sensitivity																																													
342393613180862465	43	49	ADR	rashes	humira	@benderbach cause humira gives me a lot of rashes and like most of these drugs.. skin sensitivity happens	10037844	rash																																													
342397871229911040	110	115	ADR	wonky	venlafaxine	@stillicides @stfumisogynists @schizophrenicgb *buts in* you don't wanna miss venlafaxine no no it made me so wonky missing one day! ouch	10016366	feeling strange																																													
342476405872939008	34	43	ADR	nocturnal	vyvanse	?@dipndots95: my vyvanse makes me nocturnal ???	10041017	sleeplessness																																													
342479732811644929	27	35	ADR	headache	MTX	i'd gladly trade the #mtx  headache for #humira but after 5 months i still don't have the prescription. i function through vitamins &amp; motrin	10019211	headache																																													
342480912350576641	56	60	ADR	balm	humira	thank god i was born with so much hair; i wouldn't been balm by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude	10019045	hair loss																																													
342480912350576641	95	103	ADR	hairloss	humira	thank god i was born with so much hair; i wouldn't been balm by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude	10019045	hair loss																																													
342537091495895040	28	58	ADR	sleeping schedule of a vampire	vyvanse	vyvanse makes me having the sleeping schedule of a vampire.	10041017	sleeplessness																																													
342607933672148992	116	132	ADR	calcium problems	levaquin	1/2 vitamin d malsorption and damaged photosynthesis of sun shine in to vitamin d from levaquin toxicity leading to calcium problems.	10006956	calcium deficiency																																													
342607933672148992	4	25	ADR	Vitamin D malsorption	levaquin	1/2 vitamin d malsorption and damaged photosynthesis of sun shine in to vitamin d from levaquin toxicity leading to calcium problems.	10047626	vitamin d deficiency																																													
342671774519009280	136	145	ADR	depressed	vyvanse	"but still dr. maria jasinskas was right &amp; would have been if not for pharmacy; she said, ""you know sometimes vyvanse can make you depressed"""	10012378	depression																																													
342705807537868802	59	68	ADR	wait gain	quetiapine	@brokenmind_ quetiapine was horrific for me in relation to wait gain. such a horror story. but the weight will come off one day at a time.	10047896	weight gain																																													
342705807537868802	99	105	ADR	weight	quetiapine	@brokenmind_ quetiapine was horrific for me in relation to wait gain. such a horror story. but the weight will come off one day at a time.	10047896	weight gain																																													
342729569243119617					lamotrigine	@bipolarlab think just #lithium for #monotherapy &amp; #lamotrigine 4 #rapidcycling - #atypicalantipsychotics now revealing serious #sideeffects																																															
342730668704415745	104	122	ADR	destroyed my liver	infliximab	"@almostwell what problems did you have with humira, if you don't mind me asking. i tried infliximab it destroyed my liver."	10024668	liver damage																																													
342763086056419329	79	96	ADR	allergic reaction	Cimzia	"@amberinnerglow @eclipsedblue me too, remicade for a year, humira, and had an allergic reaction to cimzia, almost killed me in november."	10001718	allergic reaction																																													
342763086056419329	108	124	ADR	almost killed me	Cimzia	"@amberinnerglow @eclipsedblue me too, remicade for a year, humira, and had an allergic reaction to cimzia, almost killed me in november."	10068111	near death experience																																													
342767620749139969					juxtapid	@rnaianalyst @theflynews sad but over aggressive marketing of juxtapid will probably make it more difficult for true hofh to get covered																																															
342776360185503744					cipro	"@charlienicola85 someones said can happen while fighting infection which is quite possible,nearly finished some cipro&amp;bringing up foul gunk!"																																															
342843798554046464	56	70	ADR	mixed episodes	Lexapro	@hello_nacho @tobiasampersand lexapro gave me the worst mixed episodes. i have some instability with pristiq but i can manage it ok.	10065032	mixed manic depressive episode																																													
342918945839411200	131	135	ADR	high	trazodone	"@kkarkatvantas1 (( when i used to take trazodone to sleep, people would make me stay up after i took it so they could watch me be high ))"	10016333	feeling high																																													
343076301835472898	21	32	ADR	WITHDRAWALS	paroxetine	im having paroxetine withdrawals but thats ok cuz i still aint takin no moe fuck behavioral health ill be iight	10048010	withdrawal syndrome																																													
343109117877026818	76	80	ADR	pain	cipro	"almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10033371	pain																																													
343109117877026818	31	36	ADR	heels	cipro	"almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10033431	pain in heel																																													
343109117877026818	50	54	ADR	hurt	cipro	"almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10033371	pain																																													
343109117877026818	8	24	ADR	blew out my arms	cipro	"almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10079024	arm injury																																													
343130110569873409	45	54	ADR	migraines	vyvanse	adderall makes me vomit and vyvanse gives me migraines.. the struggle	10027599	migraine																																													
343130110569873409	18	23	ADR	vomit	Adderall	adderall makes me vomit and vyvanse gives me migraines.. the struggle	10047700	vomiting																																													
343146080269111297	31	47	ADR	Bizarre thoughts	quetiapine	the #quetiapine is kicking in. bizarre thoughts tonight. tempted to take the whole lot. i won't - don't worry people. just odd thoughts.	10021402	illogical thinking																																													
343154435695980547	47	66	ADR	can't think as fast	vyvanse	i'm always irritated on vyvanse because people can't think as fast as i can. it's like every conversation is with someone at a nursing home	10041049	slowed thinking																																													
343154435695980547	11	20	ADR	irritated	vyvanse	i'm always irritated on vyvanse because people can't think as fast as i can. it's like every conversation is with someone at a nursing home	10016337	feeling irritated																																													
343161902710542337	86	92	ADR	zombie	zoloft	@ysabel_03 @bofier try something like wellbutrin - there are many better than zoloft (zombie-loft) and paxil for anxiety imo	10016384	felt like a zombie																																													
343248815844913153	108	123	ADR	get out of bed 	seroquel	i fell asleep and woke back up again. trying a quarter of a seroquel instead of half this time. i'd like to get out of bed tomorrow.	10041349	somnolence																																													
343255526232178688	48	63	ADR	aches and pains	tysabri	"does anyone on #tysabri get flu iike symptoms, aches and pains, shivers a sweats i seem to get it about a week or so after i've had infusion"	10000424	ache																																													
343255526232178688	29	46	ADR	flu Iike symptoms	tysabri	"does anyone on #tysabri get flu iike symptoms, aches and pains, shivers a sweats i seem to get it about a week or so after i've had infusion"	10016791	flu like symptoms																																													
343255526232178688	65	72	ADR	shivers	tysabri	"does anyone on #tysabri get flu iike symptoms, aches and pains, shivers a sweats i seem to get it about a week or so after i've had infusion"	10040559	shivers																																													
343255526232178688	75	81	ADR	sweats	tysabri	"does anyone on #tysabri get flu iike symptoms, aches and pains, shivers a sweats i seem to get it about a week or so after i've had infusion"	10042661	sweating																																													
343359399659712512	101	105	ADR	rage	vyvanse	rt @swagbologna: if this fuckin emt looks at me one more time hes gonna feel the wrath of my vyvanse rage	10037804	rage																																													
343472402082181120	32	37	ADR	Aches	rivaroxaban	"21.55 rivaroxaban diary day 8. aches easing, back pain easing. swollen lower legs like fluid retention. i take 20mg. furosemide every a.m."	10000424	ache																																													
343472402082181120	46	55	ADR	back pain	rivaroxaban	"21.55 rivaroxaban diary day 8. aches easing, back pain easing. swollen lower legs like fluid retention. i take 20mg. furosemide every a.m."	10003988	back pain																																													
343472402082181120	88	103	ADR	fluid retention	rivaroxaban	"21.55 rivaroxaban diary day 8. aches easing, back pain easing. swollen lower legs like fluid retention. i take 20mg. furosemide every a.m."	10016807	fluid retention																																													
343472402082181120	64	82	ADR	Swollen lower legs	rivaroxaban	"21.55 rivaroxaban diary day 8. aches easing, back pain easing. swollen lower legs like fluid retention. i take 20mg. furosemide every a.m."	10042700	swelling of legs																																													
343476427846475776	31	47	ADR	comedown is hell	effexor	@deltrimental @scribble_dragon comedown is hell. when i went cold turkey from effexor it was about two weeks before the zap noises stopped	10013754	drug withdrawal syndrome																																													
343476427846475776	120	130	ADR	zap noises	effexor	@deltrimental @scribble_dragon comedown is hell. when i went cold turkey from effexor it was about two weeks before the zap noises stopped	10014358	electric shock sensation																																													
343481297446006784	57	65	ADR	dry eyed	effexor	"my effexor has left me with the inability to cry. i was dry eyed watching ""into the wild"" and even one of those sarah mclachlan commercials"	10071175	lack of feeling emotions																																													
343481297446006784	33	49	ADR	inability to cry	effexor	"my effexor has left me with the inability to cry. i was dry eyed watching ""into the wild"" and even one of those sarah mclachlan commercials"	10071175	lack of feeling emotions																																													
343482622871236608	66	71	ADR	angry	vyvanse	i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about	10002368	anger																																													
343482622871236608	28	38	ADR	over think	vyvanse	i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about	10067192	racing thoughts																																													
343491179695964160	50	57	ADR	naptime	humira	"too tired to function right now, thanks humira. #naptime ??????"	10041014	sleepiness																																													
343491179695964160	5	10	ADR	tired	humira	"too tired to function right now, thanks humira. #naptime ??????"	10043890	tiredness																																													
343523993749434369	95	99	ADR	pain	cipro	"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10033371	pain																																													
343523993749434369	50	55	ADR	heels	cipro	"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10033431	pain in heel																																													
343523993749434369	69	73	ADR	hurt	cipro	"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10033371	pain																																													
343523993749434369	27	43	ADR	blew out my arms	cipro	"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."	10079024	arm injury																																													
343569840684007424	14	26	ADR	Not sleeping	vyvanse	fuckin wired! not sleeping tonight. #vyvanse #whatdoido #yuuuuup	10041017	sleeplessness																																													
343569840684007424	7	12	ADR	wired	vyvanse	fuckin wired! not sleeping tonight. #vyvanse #whatdoido #yuuuuup	10041017	sleeplessness																																													
343680963244613632					humira	@doctorchristian i think some people will try anything sometimes! i have with my severe psoriasis!finally awaiting humira injection anydayx																																															
343814311971528705	60	79	ADR	hands barely usable	cipro	"had 2 quit job: tendons in lots of pain,  almost ruptured, hands barely usable now. damned cipro."	10079099	hand injury																																													
343814311971528705	16	40	ADR	 tendons in lots of pain	cipro	"had 2 quit job: tendons in lots of pain,  almost ruptured, hands barely usable now. damned cipro."	10066371	tendon pain																																													
343828151400554496	57	70	ADR	brain shivers	effexor	"no med orders til effexor is fully exited. still having brain shivers, but mostly when i don't eat. #effexor #withdrawal #depression"	10014358	electric shock sensation																																													
343828151400554496	111	121	ADR	withdrawal	effexor	"no med orders til effexor is fully exited. still having brain shivers, but mostly when i don't eat. #effexor #withdrawal #depression"	10048010	withdrawal syndrome																																													
343855437420052480	116	131	ADR	barely function	venlafaxine	@onemoremum did i read in a blog post that you took venlafaxine? i am on 300mg and if i forget it for one day i can barely function the next	10027372	mental function decreased																																													
343885385077768193	0	13	ADR	Restless arms	quetiapine	restless arms &amp; legs! blood quetiapine :-/	10028006	motor restlessness																																													
343885385077768193	0	24	ADR	restless arms &amp; legs	quetiapine	restless arms &amp; legs! blood quetiapine :-/	10038742	restless legs																																													
343904497518669824	10	18	ADR	sleeping	humira	i've been sleeping most of my day away thanks to my humira shot. some days i feel like just giving up. #sick&amp;tired	10041349	somnolence																																													
343910899507154944	101	112	ADR	gain weight	seroquel	"at my old weight my bmi was 18.4. i hate seroquel and prozac and my new pill, i don't eat but still gain weight."	10047896	weight gain																																													
344013339350929408	74	80	ADR	zombie	lamictal	@bmccarthy32 glad to here it's keppra over the others. lamictal made me a zombie. first seizure is a bitch eh?	10016384	felt like a zombie																																													
344117668200210433	44	51	ADR	ab pain	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10000081	abdominal pain																																													
344117668200210433	53	59	ADR	cramps	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10011293	cramps																																													
344117668200210433	123	130	ADR	fatique	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10016256	fatigue																																													
344117668200210433	87	101	ADR	joint problems	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10023211	joint disorder																																													
344117668200210433	60	66	ADR	nausea	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10028813	nausea																																													
344117668200210433	78	82	ADR	skin	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10040831	skin disorder																																													
344117668200210433	103	118	ADR	ulcers in mouth	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10045319	ulcer mouth																																													
344117668200210433	67	76	ADR	vomitting	humira	"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"	10047700	vomiting																																													
344173110209179648	85	98	ADR	reacted badly	seroquel	@wayne386 they probably would have offered me the full anti psychotic menu had i not reacted badly to seroquel #handy #bonus	10016370	feeling unwell																																													
344189386763681792	77	80	ADR	ill	victoza	@c4dispatches i was prescribed victoza for obesity in july 2010. i have been ill ever since. evil drug #diabetes	10021345	ill feeling																																													
344197668291108864					lamotrigine	@simplyni @joe_schmuck @l82life @ezell_jenkins lol good ol anger management my pills are lamotrigine																																															
344204406113312768	45	48	ADR	OCD	vyvanse	"rt @vyvanseswag: vyvanse, commonly known as ocd in a pill."	10029898	obsessive-compulsive disorder																																													
344220746198958080	111	120	ADR	dehydrate	vyvanse	i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.	10012174	dehydration																																													
344220746198958080	14	30	ADR	pee way too much	vyvanse	i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.	10046600	urination frequency of																																													
344267687582642177	5	9	ADR	rant	paxil	this rant could be #paxil withdrawl...or delayed divorce rage.	10002368	anger																																													
344267687582642177	26	35	ADR	withdrawl	paxil	this rant could be #paxil withdrawl...or delayed divorce rage.	10048010	withdrawal syndrome																																													
344268787182338049	11	20	ADR	addiction	paxil	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."	10001125	addiction																																													
344268787182338049	67	77	ADR	dependance	paxil	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."	10013663	drug dependence																																													
344268787182338049	106	114	ADR	headache	paxil	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."	10019211	headache																																													
344309040282734593	96	105	ADR	depressed	vyvanse	"gotta find an alternative to vyvanse, asap. i'd rather be sleepy &amp; happy, than alert &amp; depressed!"	10012378	depression																																													
344347416289488896	24	47	ADR	felt like sumo wrestler	humira	@almostwell yeh same bk felt like sumo wrestler on it all time :( think its f****ed me 4life :( ironic as humira is used to treat artheritis	10005264	bloated feeling																																													
344351386542174208	70	85	ADR	feel disgusting	seroquel	okay i took the seroquel and i am resisting the urge to vomit it up i feel disgusting but oh well good times good vibes don't be sad	10028822	nauseated																																													
344351386542174208	48	61	ADR	urge to vomit	seroquel	okay i took the seroquel and i am resisting the urge to vomit it up i feel disgusting but oh well good times good vibes don't be sad	10047700	vomiting																																													
344384333588602880	48	73	ADR	cleaned my entire kitchen	vyvanse	why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @vyvanseswag	10010219	compulsions																																													
344384333588602880	80	83	ADR	3am	vyvanse	why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @vyvanseswag	10022437	insomnia																																													
344496248478384128	57	66	ADR	migraines	effexor	@magnoliapearl missing a day of meds is never fun. i get migraines if i don't get my effexor. do you just get super tired?	10027599	migraine																																													
344496248478384128	116	121	ADR	tired	effexor	@magnoliapearl missing a day of meds is never fun. i get migraines if i don't get my effexor. do you just get super tired?	10043890	tiredness																																													
344528512004272129	4	8	ADR	high	vyvanse	i'm high af on vyvanse.	10016333	feeling high																																													
344581349547589636	107	125	ADR	digestive problems	victoza	@doctorchristian @c4dispatch re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since	10018028	gastrointestinal upset																																													
344581349547589636	90	102	ADR	pancreatitis	victoza	@doctorchristian @c4dispatch re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since	10033645	pancreatitis																																													
344630020364460032	46	54	ADR	addicted	vyvanse	@mtv when are you going to do true life: i am addicted to vyvanse?	10001125	addiction																																													
344733595103002624	34	42	ADR	headache	rivaroxaban	"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"	10019211	headache																																													
344733595103002624	74	89	ADR	lower back pain	rivaroxaban	"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"	10024891	low back pain																																													
344733595103002624	63	72	ADR	neck ache	rivaroxaban	"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"	10028831	neck discomfort																																													
344733595103002624	50	58	ADR	shoulder	rivaroxaban	"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"	10040617	shoulder pain																																													
344733595103002624	91	101	ADR	weak knees	rivaroxaban	"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"	10047862	weakness																																													
344733595103002624	103	110	ADR	limping	rivaroxaban	"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"	10058726	limping																																													
344770120503160832					fluoxetine	"though i'm still sleeping well, even on floor. that much be because of long half life and still having fluoxetine in my system."																																															
344787549706940416	20	29	ADR	tourettes	vyvanse	get asked if i have tourettes. nope. just vyvanse #twitchy @vyvanseswag	10044126	tourette's disorder																																													
344787549706940416	51	58	ADR	Twitchy	vyvanse	get asked if i have tourettes. nope. just vyvanse #twitchy @vyvanseswag	10045198	twitching																																													
344829955051495424	91	100	ADR	addiction	vyvanse	i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.	10001125	addiction																																													
344830732075663360	68	77	ADR	addiction	vyvanse	rt @vyvanseswag: i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.	10001125	addiction																																													
344842600378929153					etanercept	@chiarthritis triple drug comparable to mtx + etanercept except on radiographic progression. hence too early to conclude. #rheum #eular2013																																															
344923302919278592	110	113	ADR	cry	seroquel	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.	10011469	crying																																													
344923302919278592	56	62	ADR	hungry	seroquel	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.	10020466	hunger																																													
344923302919278592	73	106	ADR	tear my own face off &amp; eat it	seroquel	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.	10020467	hunger abnormal																																													
344939998807736320	51	64	ADR	whacks me out	quetiapine	@sdunn242 yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double	10041349	somnolence																																													
344939998807736320	80	86	ADR	asleep	quetiapine	@sdunn242 yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double	10041349	somnolence																																													
344963390038499328	66	75	ADR	headaches	vyvanse	i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?	10019211	headache																																													
344963390038499328	62	65	ADR	TMJ	vyvanse	i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?	10043900	TMJ syndrome																																													
345166429974327297	72	77	ADR	aches	rivaroxaban	"13.08 day 13 rivaroxaban diary.  pracetamol has taken away most of the aches, but still have lower back ache and weak knees."	10000424	ache																																													
345166429974327297	94	109	ADR	lower back ache	rivaroxaban	"13.08 day 13 rivaroxaban diary.  pracetamol has taken away most of the aches, but still have lower back ache and weak knees."	10024890	low back ache																																													
345166429974327297	114	124	ADR	weak knees	rivaroxaban	"13.08 day 13 rivaroxaban diary.  pracetamol has taken away most of the aches, but still have lower back ache and weak knees."	10047862	weakness																																													
345183259463913472					olanzapine	quetiapine or olanzapine for mild to moderate anxiety #older persons mental health																																															
345249387125018624	10	20	ADR	coming off	venlafaxine	cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass	10013754	drug withdrawal syndrome																																													
345249387125018624	73	85	ADR	flu symptoms	venlafaxine	cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass	10016791	flu like symptoms																																													
345249387125018624	53	61	ADR	hangover	venlafaxine	cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass	10019136	hangover effect																																													
345249387125018624	93	99	ADR	nausea	venlafaxine	cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass	10028813	nausea																																													
345249387125018624	108	123	ADR	cant keep still	venlafaxine	cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass	10038743	restlessness																																													
345280161941430272	54	59	ADR	sick 	metho	"@parthritis i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for me .. so far"	10016365	feeling sick																																													
